Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
0.636625959,20.83653896,4.683970044,28.32475844,6.081333763,66.48103557,165.4011879,9.113078489,415.5404143,Sandy,pigeonpeas,DAP
0.224350072,17.49284665,6.446629312,35.5685556,1.981720994,37.79349517,186.1917618,6.728205157,471.5190376,Sandy,pigeonpeas,Vermicompost
0.278714692,20.80112309,4.820916147,20.29688872,6.069340145,58.00701676,184.1920621,9.744039713,500.7874299,Sandy,pigeonpeas,DAP
0.402840425,22.33346207,4.570196341,20.20080661,11.93161226,33.72154942,145.4578394,8.727758028,448.9237637,Loamy,pigeonpeas,Compost
0.275422201,28.65108631,5.63099305,30.25010553,7.904328359,56.92012594,187.6395894,10.92300776,198.5621244,Sandy,pigeonpeas,DAP
0.370635439,26.85913722,7.316252701,34.14248451,6.056978279,46.23720602,191.6164647,4.772943302,593.9809323,Loamy,pigeonpeas,DAP
0.781119748,14.1497035,5.067613534,24.40815517,6.91495933,45.38616915,213.2212462,12.90519826,419.7319767,Loamy,pigeonpeas,Compost
0.21126251,23.35931007,5.581283936,35.50905217,3.097704933,32.3139629,151.1183367,9.255758627,266.3160028,Sandy,pigeonpeas,DAP
0.420135364,24.59444798,5.405843757,29.95687044,9.034959286,34.43022073,167.5105672,7.682036375,666.2739285,Clayey,pigeonpeas,NPK
0.645866064,22.954257,5.89479491,25.9534622,6.050689942,50.07826405,226.580403,8.114857071,255.6584849,Clayey,pigeonpeas,NPK
0.221630328,13.48660721,6.619891145,31.33442863,1.949160771,35.2977653,165.0389035,9.342955695,417.2131304,Loamy,pigeonpeas,DAP
0.212881792,11.15414223,4.790774239,32.72900041,6.034773079,32.28735704,187.6955576,5.932122653,468.5976082,Loamy,pigeonpeas,Compost
0.358752625,10.84183822,4.80625663,22.84666486,11.90864399,51.36099681,183.8495505,9.825875414,501.2488865,Sandy,pigeonpeas,Vermicompost
0.29792103,19.13892328,5.220420087,35.39694817,8.067565144,37.72304864,146.5153592,9.221421177,445.9630698,Clayey,pigeonpeas,NPK
0.354604488,21.11438824,4.87296563,29.07290969,5.933924819,44.51168362,188.3677209,9.923240458,196.6523723,Clayey,pigeonpeas,NPK
0.828336877,16.36338681,6.466514222,25.10316145,7.039471613,56.03179718,192.1184194,4.387132865,594.7119015,Clayey,pigeonpeas,NPK
0.258217255,20.30844803,7.115647681,33.2395704,2.9448961,49.85390521,212.5486308,13.78684649,420.724588,Clayey,pigeonpeas,NPK
0.456487058,18.75184655,6.631184378,20.04874342,8.913690634,59.40439102,153.8024869,7.945597122,269.5444745,Sandy,pigeonpeas,Vermicompost
0.627571209,29.50604714,5.97653224,19.39524894,5.996298736,58.60715204,167.3343207,8.362157984,665.8681076,Loamy,pigeonpeas,Compost
0.302859913,15.57099332,5.459889347,28.15006608,1.933857242,63.66399938,225.3271965,9.997851593,252.8832807,Sandy,pigeonpeas,Vermicompost
0.223359584,16.92057845,4.738983313,36.14619809,6.045888798,43.56257135,167.5723742,9.783525164,415.0445871,Loamy,pigeonpeas,Compost
0.443322254,24.77808575,7.293936039,23.88423354,11.94751317,46.1948807,187.7489537,5.485861711,469.4427008,Clayey,pigeonpeas,NPK
0.234215447,22.94309232,4.79280111,26.15779975,7.968494511,40.37195101,182.4828087,10.00703806,498.6946905,Loamy,pigeonpeas,Compost
0.376987883,28.45034997,6.220245701,31.44607668,6.01348785,65.53593379,147.5031431,9.870158053,446.9305795,Loamy,pigeonpeas,Compost
0.774315991,17.93251597,4.995398696,18.31454338,6.956993656,60.43251048,190.3720574,11.14678557,199.1443926,Sandy,pigeonpeas,Vermicompost
0.251114311,16.21513607,5.527334831,29.16367008,2.975597623,62.12122368,190.7006661,5.901683705,593.9156059,Sandy,pigeonpeas,Vermicompost
0.471770111,24.15221415,4.784677894,20.79820679,9.063124354,39.18720882,214.6170652,12.90490931,422.1614386,Clayey,pigeonpeas,NPK
0.69829648,22.70074257,7.334008421,35.70305366,5.93584197,56.93325253,152.7634895,7.861845859,268.158068,Clayey,pigeonpeas,NPK
0.223379656,15.49093101,5.620346446,30.89370879,1.916440318,35.65244756,167.8949986,8.439744888,664.441743,Loamy,pigeonpeas,Compost
0.256385428,17.21667338,4.687446299,36.04916933,5.965671557,56.34924845,184.256388,10.2857745,499.8496724,Sandy,pigeonpeas,Vermicompost
0.443930254,14.25838552,6.487227766,29.03513558,11.98487535,66.20779597,146.0204497,9.627184173,448.617987,Loamy,pigeonpeas,Compost
0.285309784,22.89566499,5.430385044,29.75192984,8.008531856,34.2875935,188.5964078,9.891044108,198.2971708,Loamy,pigeonpeas,Compost
0.342939864,13.58388963,5.810115503,25.35515453,5.974484739,61.00241846,193.6618055,4.509904868,592.9791147,Loamy,pigeonpeas,Compost
0.839574869,27.40285973,6.93717974,23.88031834,7.05798234,35.44203907,211.9234142,13.92051566,422.5092954,Sandy,pigeonpeas,DAP
0.207454106,10.05489294,6.164445858,18.48330531,2.907863898,34.1807434,152.0278803,7.81361091,266.543984,Loamy,pigeonpeas,Compost
0.481755808,22.24240178,6.464961879,28.45334044,8.986353508,45.88355382,166.4464813,8.098924928,666.9044854,Loamy,pigeonpeas,Compost
0.657431431,14.6876813,4.850994761,35.12319567,5.976451183,55.33486763,228.4378631,9.589268964,252.3826113,Sandy,pigeonpeas,Vermicompost
0.306115801,14.7155976,7.012296002,21.42203985,2.029515698,55.76408681,168.7551531,8.949354152,417.2239173,Sandy,pigeonpeas,Vermicompost
0.205544638,29.43075938,4.562711412,22.78461542,6.09325525,59.75871457,185.8802709,5.632929707,470.4386988,Clayey,pigeonpeas,NPK
0.375096319,11.96547425,6.980927644,29.68819444,12.00207508,36.04487945,184.4554806,9.924464765,500.2229047,Loamy,pigeonpeas,DAP
0.328041148,16.88913114,7.038131718,30.91671783,8.097375369,49.03130313,145.0328118,9.547899942,446.071114,Sandy,pigeonpeas,Vermicompost
0.369026378,24.35002575,5.133286394,26.53639051,5.960449879,39.77120664,190.882565,10.65553322,197.18498,Loamy,pigeonpeas,Compost
0.815565675,15.9986667,5.142519151,21.62021682,6.906173627,71.11002699,192.3896316,6.217892151,596.0601893,Clayey,pigeonpeas,NPK
0.22401326,25.93164616,5.337862683,18.66517021,2.933132633,46.45698789,211.0283459,12.55939859,422.3850393,Sandy,pigeonpeas,DAP
0.446738118,14.84533444,5.668284248,18.91645524,8.979024977,49.25046191,151.1365196,8.832664321,268.3964747,Sandy,pigeonpeas,Vermicompost
0.617812116,29.69952072,5.711277521,21.74100892,5.963266782,62.85183736,165.5899381,7.734589443,664.5633736,Sandy,pigeonpeas,DAP
0.26236984,13.49908179,6.047967726,35.89922013,1.919410826,58.92621375,225.7502926,8.838570915,252.5097728,Loamy,pigeonpeas,Compost
0.236335223,19.75140973,6.979724305,30.87720972,5.986532022,67.73640966,168.0704765,9.611986503,416.8687141,Sandy,pigeonpeas,Vermicompost
0.405365611,11.16346068,6.892173173,29.68854376,11.96762315,44.53778318,185.8910635,5.719633881,469.4137864,Sandy,pigeonpeas,Vermicompost
0.240773464,28.12128962,6.882134218,29.73472249,7.924523844,41.47420658,190.8765665,10.92954209,196.4500549,Sandy,pigeonpeas,DAP
0.377439481,27.8155043,6.11804357,20.07384589,5.959223426,66.65646167,192.5444482,4.686874058,595.6134069,Clayey,pigeonpeas,NPK
0.868621074,27.78233353,4.549056988,20.72627223,7.077287211,48.3081443,213.77007,12.19540338,420.7628792,Clayey,pigeonpeas,NPK
0.231816171,17.59314225,3.685312884,28.52438163,2.960409773,64.50814742,151.8712661,8.556465498,266.3278486,Loamy,mothbeans,Compost
0.472609637,26.01679781,4.352677997,26.35528509,9.042791085,51.24409626,168.5708253,8.860021992,663.5936962,Sandy,mothbeans,DAP
0.629952762,17.08486898,8.377199516,28.03385767,6.022409416,58.01244963,227.6712583,8.280734132,255.0668077,Loamy,mothbeans,DAP
0.297379502,12.50781545,8.887879227,29.33936404,1.985436232,61.05182013,168.4576225,9.965552505,414.3946853,Clayey,mothbeans,NPK
0.269473117,11.61444654,8.118359386,27.53183385,5.947805127,54.42925915,188.8259244,5.721544525,471.7638523,Sandy,mothbeans,Vermicompost
0.363261694,24.79617181,5.294082232,32.96425109,11.97380294,54.7453789,165.5025639,7.749950616,664.3953051,Loamy,mothbeans,Compost
0.324092718,11.59118811,8.000345424,27.6666187,8.018421443,55.71455706,225.3863489,8.459397817,252.6246659,Clayey,mothbeans,NPK
0.242253724,26.8130449,9.68885914,29.84262417,4.970150643,52.62579424,168.2136313,8.469144913,417.1790295,Sandy,mothbeans,DAP
0.744979991,21.09213594,7.016572686,27.05761452,6.942979287,57.71827954,188.4645042,5.451349301,470.3977089,Sandy,mothbeans,DAP
0.842571951,18.33872828,7.372692589,29.25188072,8.92329255,55.02566205,192.3350457,7.91567847,450.4265601,Clayey,mothbeans,NPK
0.41134152,16.98346782,6.655827828,30.66486333,4.075953388,44.92924588,152.2640022,22.79107555,140.2243934,Clayey,mothbeans,NPK
0.272824304,24.86289121,7.896354429,26.72008283,-0.011937405,45.85661011,151.2105185,20.17703888,136.5856496,Loamy,mothbeans,NPK
0.443272848,27.72494363,5.896593919,31.01985216,4.025041664,58.33749153,160.4226563,26.30125585,151.8507942,Sandy,mothbeans,DAP
0.317606389,23.28233543,8.221509067,24.51144415,-0.001917928,58.97296429,157.7535428,22.34201677,148.3630948,Loamy,mothbeans,NPK
0.283521867,18.12875979,8.967279881,32.05080163,4.074513304,52.11943901,163.3525808,30.73394545,167.0561503,Sandy,mothbeans,Vermicompost
0.222636697,29.15121603,5.85229543,25.47501943,2.80938697,50.4627907,158.6646153,29.74808578,168.5126846,Loamy,mothbeans,Compost
0.267646337,25.35679138,7.753186935,30.23877265,4.696156284,46.62057709,155.2348144,21.37793307,149.4050167,Loamy,mothbeans,NPK
0.311055333,28.17482734,4.566501513,29.14760596,18.0849202,44.90045117,160.726426,20.69748256,146.7715708,Loamy,mothbeans,Compost
0.338727613,10.86534351,9.921943952,25.35696187,3.243937919,46.23726072,157.7591361,20.78301025,145.5246323,Clayey,mothbeans,NPK
0.245041689,24.03020279,6.490212083,31.33711186,4.622309981,43.57821615,161.2665237,24.23212234,143.3749037,Loamy,mothbeans,Compost
0.289413072,11.64611333,8.01144313,25.449512,3.835540892,54.9622054,158.1253159,22.23858685,150.2597102,Sandy,mothbeans,Vermicompost
0.258089086,11.28080017,3.703498092,28.91936722,4.237424573,62.37241832,151.8190037,23.35459757,141.9783284,Clayey,mothbeans,NPK
0.31699144,26.10520461,5.456586925,27.34087083,4.247170264,48.2234667,155.848181,23.82031556,139.6177737,Clayey,mothbeans,NPK
0.314211892,13.54472188,9.246730044,24.96929375,4.729038166,56.05112248,161.891663,24.81118143,152.2444338,Sandy,mothbeans,Vermicompost
0.32383287,19.08010879,6.008984639,26.35025158,2.910891046,52.626056,152.9881432,23.83179944,147.8851935,Sandy,mothbeans,Vermicompost
0.003869316,19.37919374,7.389328669,25.59571414,4.146386593,48.53945452,164.5327914,31.48490032,168.1507277,Clayey,mothbeans,NPK
0.24148195,13.51853692,3.802840474,30.24161548,7.487823155,47.44926637,158.6454666,29.69782358,168.356013,Sandy,mothbeans,Vermicompost
0.237340707,25.38564657,5.846355007,29.57640623,18.03603982,59.68340481,152.3589166,21.06986744,147.7147474,Loamy,mothbeans,Compost
0.23563755,10.39914734,4.541640186,25.65736748,4.121696252,54.53098504,157.4888009,20.95418869,143.6699852,Sandy,mothbeans,Vermicompost
0.306472238,29.49529183,3.523920011,26.47203991,2.892255848,43.6411588,157.0621877,22.85358837,145.5309647,Loamy,mothbeans,Compost
0.311290101,27.84253602,6.071402831,23.69312591,4.750030965,55.56760586,159.3483873,24.71229802,144.2626831,Loamy,mothbeans,Compost
0.329971767,11.38513615,5.450144009,30.36796935,18.02623484,46.14670439,152.6199441,21.52838326,149.1589914,Sandy,mothbeans,Vermicompost
0.339663684,24.45428204,4.617068839,27.20308431,3.163264411,60.74333992,152.6601766,23.75743427,140.4382692,Clayey,mothbeans,NPK
0.285543171,20.41063487,5.573954117,25.96589903,4.632191097,39.12718022,151.2432703,20.91704638,140.4737438,Sandy,mothbeans,DAP
0.306898742,18.47945922,8.297009272,27.91295439,3.881868593,56.91321715,159.2965631,24.51538644,152.0661545,Clayey,mothbeans,NPK
0.314476573,19.21844798,3.810421018,28.86047411,4.212315348,44.85131751,157.7994598,22.61774548,149.0874836,Loamy,mothbeans,Compost
0.304964739,24.39489779,8.833157874,24.53963369,4.206741949,58.50510299,163.1450771,31.525241,166.3321315,Sandy,mothbeans,DAP
0.25473481,27.59734667,3.832331492,28.949051,4.696528231,44.70119876,160.3225242,30.59060542,166.1750603,Loamy,mothbeans,Compost
0.285054414,12.40257196,4.190265363,25.48995234,2.922657279,63.50923891,153.9860848,21.89559359,150.6292577,Sandy,mothbeans,Vermicompost
-0.030084058,24.84946255,7.699348868,30.06332672,4.182749659,42.11410487,159.9582059,20.6668872,147.3127106,Sandy,mothbeans,DAP
0.295405103,23.36527625,9.401279826,24.66160921,2.705256954,62.09059752,155.8576188,20.93587722,145.7296188,Clayey,mothbeans,NPK
0.270617463,14.11752844,4.533573267,24.97759223,4.69012421,50.01991046,160.7697411,23.74292277,142.0960466,Loamy,mothbeans,Compost
0.252864281,21.15614098,5.82471583,27.99676896,18.05171105,64.96212631,155.2918764,22.79240042,149.5313356,Sandy,mothbeans,DAP
0.287170068,14.22249486,7.370202539,30.53608277,3.209228894,43.38855626,153.1190264,22.43519334,142.2356381,Clayey,mothbeans,NPK
0.291812824,25.20790878,5.98331905,25.97056098,4.730295218,56.67214471,153.7733133,22.52684265,138.5783139,Clayey,mothbeans,NPK
0.265816272,19.4186953,8.621470883,29.24310064,3.903335279,64.39133234,161.3815327,24.73456948,150.0312155,Sandy,mothbeans,Vermicompost
0.251355759,12.04451399,9.489797992,27.98913583,4.278374909,55.68499681,150.8086817,25.31455327,149.6832022,Sandy,mothbeans,Vermicompost
0.29715732,20.63344552,8.02177753,31.35231519,4.090924307,41.62436933,164.4613985,31.57326692,166.8809195,Clayey,mothbeans,NPK
0.28203077,10.21343554,5.403304923,26.77669562,4.718208964,48.58459373,161.5372211,30.8575611,166.0706327,Loamy,mothbeans,Compost
0.297231839,13.85286217,6.235573348,32.69213916,2.81828331,58.42912531,152.2825065,22.51756309,148.7762289,Clayey,mothbeans,NPK
0.27201635,16.51296208,9.202150191,25.33425693,4.051957112,47.01069897,156.9444671,21.54647288,144.3553149,Sandy,mothbeans,Vermicompost
0.31521815,25.93721946,7.846762342,24.81140545,7.47660767,56.91265718,156.281117,23.30122742,147.2995405,Sandy,mothbeans,DAP
0.295190684,19.03471968,8.198665761,28.57200122,17.93110802,61.49408484,160.0855722,23.55424119,143.1201817,Loamy,mothbeans,NPK
0.013093797,23.82534621,9.06333086,29.66803417,4.292737433,60.68907171,150.3719189,21.1964655,150.1544787,Loamy,mothbeans,NPK
0.28766536,25.24787848,7.692849175,28.86243316,2.889357955,61.12265032,152.7775868,22.94796884,138.6472693,Clayey,mothbeans,NPK
0.250348287,15.5864112,5.903051954,24.89407257,4.667221929,44.98926954,148.7677427,20.13302871,140.4509159,Loamy,mothbeans,Compost
0.243401523,12.50536638,6.121672213,25.81281959,18.02794954,58.26528643,159.9697824,25.51609648,151.6480174,Loamy,mothbeans,Compost
0.222878268,15.35744078,3.514122892,31.28753113,3.206750664,62.95466769,158.4979855,22.59695569,148.5909207,Sandy,mothbeans,Vermicompost
0.305513726,19.21886649,7.415210662,27.82444636,4.763117396,51.10454174,164.7361777,31.60439616,164.5864856,Clayey,mothbeans,NPK
0.292030955,23.66886325,8.373219335,27.26766155,3.925489122,41.16091842,159.7186687,29.26422358,168.7965923,Loamy,mothbeans,NPK
0.310407977,22.17002099,8.627832579,29.12520851,4.080050491,56.22549071,155.64545,20.96567336,147.9309219,Sandy,mothbeans,DAP
0.251296416,27.54154435,3.59856473,28.29670678,4.232634877,48.47871037,160.3950152,21.14319034,147.5531233,Loamy,mothbeans,Compost
0.243637148,13.42769601,5.972199709,28.29930209,4.769369624,45.53792294,155.6352757,20.58625449,146.8021894,Sandy,mothbeans,Vermicompost
0.221454467,11.64763162,9.454188586,31.2819651,2.901944541,62.46435656,160.3027973,24.50439692,144.6411867,Sandy,mothbeans,Vermicompost
0.255058756,16.44584665,8.182756622,30.35285941,4.200583795,51.10271499,158.346669,21.99315182,152.5842877,Sandy,mothbeans,Vermicompost
0.288991769,29.25156594,5.135982637,27.41732123,2.881689241,42.03907315,151.2104628,23.76358894,141.9225354,Loamy,mothbeans,Compost
0.279224405,23.25822424,6.336034141,26.76009619,4.704782335,61.72936305,154.0259127,24.07081176,137.6196614,Loamy,mothbeans,Compost
0.000747492,23.55366831,8.031893397,27.89738688,18.02159765,43.74419647,162.1192407,25.22626904,150.2129732,Clayey,mothbeans,NPK
0.290415869,16.26039734,8.917911782,29.06547079,3.299304414,42.93951892,153.1328743,24.83282564,147.1880506,Sandy,mothbeans,Vermicompost
0.244825547,26.72164503,6.855939439,28.63725338,4.659764047,57.13903941,162.6929197,30.63457891,168.5889064,Loamy,mothbeans,NPK
0.281398949,29.4717464,5.232951892,25.10557075,3.864923448,58.88837246,158.0657834,30.07277209,166.2398963,Loamy,mothbeans,Compost
0.298365301,21.94034501,7.538867374,27.2761453,4.116554781,58.77515483,153.2836864,22.36777548,149.2267556,Clayey,mothbeans,NPK
0.269654278,19.41997324,8.687978375,27.41856903,4.259173388,52.04475185,158.4909278,21.14534317,146.6726457,Loamy,mothbeans,NPK
0.29220867,10.17944183,7.769366028,28.00839354,4.768897678,52.91600463,154.9640224,23.16894265,145.5034683,Clayey,mothbeans,NPK
0.326236371,23.80761186,8.092015152,29.53891831,2.82112857,62.5806826,159.9752252,23.55305821,141.7752295,Loamy,mothbeans,NPK
0.324952062,19.76346148,4.354684998,27.69915258,4.21635347,52.93772389,152.798011,22.50629185,148.8243836,Sandy,mothbeans,Vermicompost
0.244707348,17.91383908,5.970146075,25.92833099,7.546192342,49.67340366,152.121392,22.34633321,139.4159754,Clayey,mothbeans,NPK
0.312658763,17.63688975,8.499360738,31.29567752,18.07010442,41.44442158,151.9999381,21.04095816,138.4755063,Loamy,mothbeans,NPK
0.269211629,17.13783986,7.208644231,23.97991656,4.109630158,61.4260967,159.5739157,25.62321813,151.0316399,Loamy,mothbeans,NPK
0.255824439,29.23604255,4.888044809,29.19050735,2.800992184,50.25902517,156.9674988,22.34546286,149.2411703,Sandy,mothbeans,DAP
0.285913576,26.82894196,4.60320981,30.54348985,4.739719657,55.59044701,163.4161807,30.48121044,167.2878372,Loamy,mothbeans,Compost
0.055003258,16.95866396,5.052845766,32.04208333,18.00858932,40.73353852,158.0386489,29.66483769,167.5094185,Sandy,mothbeans,Vermicompost
0.249261809,15.92625393,3.563867632,27.31793202,3.233329493,47.7483058,154.8699592,22.67814185,147.4414548,Sandy,mothbeans,Vermicompost
0.242875161,19.37370543,8.841949425,32.13882531,4.763574813,62.02034583,160.4871125,21.33594869,146.8001957,Loamy,mothbeans,NPK
0.293340085,13.7551213,9.403242317,30.42992789,3.874867413,46.28345622,155.3659321,21.34970663,144.3307627,Sandy,mothbeans,Vermicompost
0.244014562,19.50533376,5.801318515,29.13967655,4.249733735,64.20268492,160.3239031,24.13264493,142.8475276,Sandy,mothbeans,Vermicompost
0.237586333,17.68230542,8.392315651,29.3930983,4.112583221,56.56746486,156.1094616,22.19428536,151.7572482,Clayey,mothbeans,NPK
0.242887972,13.77887284,8.661209644,31.4189576,4.674177211,52.25036868,150.5796802,22.73249626,145.2365578,Clayey,mothbeans,NPK
0.252804584,26.97458826,7.700508671,31.28904725,2.808669124,61.24409663,154.8267623,23.68860968,140.1598451,Clayey,mothbeans,NPK
0.245190269,19.43975633,5.278360646,30.8705117,4.092885362,55.25134336,161.539414,25.0148082,149.7497697,Sandy,mothbeans,Vermicompost
0.243882717,22.98220345,9.147507187,26.08982139,2.775981909,63.28815019,150.8378738,25.27699444,148.9126326,Sandy,mothbeans,DAP
0.284087474,15.91004562,4.556654437,30.81424127,4.761054119,61.04905092,164.2691753,31.80383579,165.0714811,Loamy,mothbeans,Compost
0.238188008,17.32122668,7.106283054,30.15789853,18.03062613,40.56418731,161.4000944,29.95995126,169.8439038,Clayey,mothbeans,NPK
0.264566728,29.78223386,7.254802938,23.869777,3.187344512,54.31090629,155.3587781,22.56133223,146.6609115,Clayey,mothbeans,NPK
0.329678841,19.28934985,9.959122033,27.84905563,4.730422796,59.90447763,157.6755056,20.87468506,144.3897183,Sandy,mothbeans,Vermicompost
0.004396164,21.85929027,8.918359025,28.40034851,3.81055667,48.03912595,156.1335358,22.54927773,147.5555427,Sandy,mothbeans,DAP
0.266755774,21.74444041,8.642550652,28.35678812,4.116054307,61.06212967,159.5075721,23.35542492,145.5714022,Clayey,mothbeans,NPK
0.227231987,20.15310119,8.606291083,24.74489752,4.205389571,48.25983685,152.1838672,22.2992115,151.590529,Sandy,mothbeans,DAP
0.249228902,26.20389351,5.840560752,25.98125275,4.748273364,47.36062043,159.7780622,30.93024161,166.4840201,Sandy,mothbeans,DAP
0.224086862,16.2429504,3.547546988,31.13495889,2.954826932,51.3887071,153.8118327,22.51488398,148.7434224,Loamy,mothbeans,Compost
0.246893506,18.44007164,7.177137774,26.98804568,4.100599952,88.85866858,159.1796378,21.01130206,146.8664204,Clayey,mungbean,NPK
0.257859034,26.05105876,7.055629591,28.28582822,7.544510819,80.21955625,156.368536,20.48275011,145.2899087,Clayey,mungbean,NPK
0.257701048,20.41914024,6.672091921,26.95622441,18.03679607,85.73471194,159.5716869,23.38808815,142.2303794,Clayey,mungbean,NPK
0.238870253,16.37443722,6.793655984,27.95118109,4.292678676,81.61357095,158.4156098,21.59005925,149.387551,Loamy,mungbean,NPK
0.242063587,14.87439447,6.885934652,30.5202314,2.743026045,87.00643279,153.9793482,23.50982178,144.9565667,Sandy,mungbean,Vermicompost
0.266077877,15.01277721,7.155923118,29.79465579,4.710335913,90.32005791,154.4141484,24.32347254,138.6081167,Sandy,mungbean,Vermicompost
0.240633372,23.53705171,6.954550736,28.76941063,18.02035289,81.79812674,160.0229282,24.88272171,152.0233471,Sandy,mungbean,DAP
0.266426986,22.20305134,7.171760983,28.32696953,3.299729577,84.50865415,151.2607478,25.12419134,148.3922501,Sandy,mungbean,DAP
0.290341727,15.31294448,7.004120543,30.41608383,4.640236828,88.92503807,155.3783571,22.04773843,148.9299423,Sandy,mungbean,Vermicompost
0.026039483,27.01475004,7.102531062,28.92532987,3.904643604,82.55602561,160.7015486,19.76361473,147.5084126,Clayey,mungbean,NPK
0.203931214,25.73711509,7.148376254,29.0703862,4.149237062,86.32604428,156.9976019,21.2858327,144.3188121,Clayey,mungbean,NPK
0.76994104,28.93263085,6.406068754,26.95349444,4.185178594,86.45347623,136.109828,2.401880806,622.2031541,Clayey,mungbean,NPK
0.752790039,10.32483114,6.477370783,27.74684636,4.66642572,83.57458873,135.5661472,13.75224557,266.3200222,Clayey,mungbean,NPK
0.578175903,16.40421174,6.624797014,28.56553869,2.809522476,85.35562788,162.9288943,14.84872325,388.1169595,Sandy,mungbean,Vermicompost
0.828357862,25.48432508,6.610982808,30.57410968,4.134513091,86.14638082,112.5590869,4.622520814,522.3145604,Sandy,mungbean,DAP
0.52808724,27.23164019,6.838893735,30.0826529,5.967170863,84.03004973,125.3410169,3.182946265,164.7064328,Clayey,mungbean,NPK
0.330107796,20.01914127,6.898717412,27.02742112,8.93638828,79.8325546,165.7109446,2.939878619,340.3232468,Loamy,mungbean,DAP
0.973687765,22.35208821,7.081342021,26.38102202,0.964787113,86.40273787,152.1343728,9.984005737,601.4127834,Clayey,mungbean,NPK
0.870620128,21.71401145,6.834807883,26.42165594,9.90985604,83.45483026,162.4213722,7.144611838,201.0723519,Loamy,mungbean,DAP
0.327825969,26.9437255,6.38738118,29.21535582,4.090088447,88.99417934,181.7100886,6.963891127,259.6747028,Loamy,mungbean,Compost
0.657452102,29.24385215,6.594103418,29.6886284,14.01622958,87.93303629,99.24721696,1.092466122,510.4548162,Sandy,mungbean,DAP
0.814934932,25.30773303,6.420006413,29.46129762,7.062953736,86.96907154,140.2598694,10.26111825,206.5754421,Clayey,mungbean,NPK
0.18704721,13.82491206,6.489513897,30.53148494,2.98462364,80.61046806,149.3763098,8.613826303,229.1437492,Sandy,mungbean,Vermicompost
0.298452299,24.42586087,6.748252399,26.64265906,4.080662934,86.98527211,251.654531,4.846975223,251.7578503,Sandy,mungbean,DAP
0.511825477,23.15274114,6.462881089,28.57126848,5.996663644,81.33909386,223.6176404,4.604065462,271.6578117,Sandy,mungbean,DAP
0.586891364,10.80903392,6.297829015,27.66901712,7.014789064,81.19355938,213.2277398,9.20132433,288.1730527,Clayey,mungbean,NPK
0.696253472,12.31840109,6.840788305,28.01793806,5.998358796,87.49973428,184.9292644,11.27262163,261.0816559,Loamy,mungbean,DAP
0.824747094,24.22633532,6.820386202,28.72569147,5.046655659,90.06520591,193.7565173,8.405174113,298.677847,Clayey,mungbean,NPK
0.55366832,13.97422703,6.747762003,28.84021023,4.013331216,88.85182713,201.7495971,9.798194792,313.8610865,Sandy,mungbean,Vermicompost
0.475243694,23.68148544,6.33944406,28.30264609,2.954319785,90.06206352,208.0412136,8.948647837,339.8393808,Sandy,mungbean,DAP
0.421334959,10.73015522,6.722430467,28.6858652,1.929107906,82.53773271,174.6504787,6.70843976,310.3052726,Sandy,mungbean,Vermicompost
0.139520684,23.84571977,6.762885694,27.69399703,1.021224878,85.16809891,210.7069911,5.866513127,304.3031989,Loamy,mungbean,DAP
0.621167744,25.78094855,7.083758577,27.41350644,4.297835992,89.47292765,235.5376728,7.365543311,332.3015335,Clayey,mungbean,NPK
0.452211349,16.53149796,7.003665354,27.68471999,5.919195139,86.4348028,135.3724371,1.00342711,620.1866335,Sandy,mungbean,Vermicompost
0.500717201,23.496171,7.134604331,29.04658952,8.979123493,85.8980665,134.6515798,13.46846666,265.7193506,Loamy,mungbean,DAP
0.614741237,19.66855654,7.022140137,28.67665082,1.002955284,84.47449555,162.4120416,14.72797692,389.9148976,Sandy,mungbean,Vermicompost
0.794261727,27.86773556,6.248960312,29.07293137,10.06537865,90.52869064,110.7406067,5.649506865,521.249661,Clayey,mungbean,NPK
0.46024705,24.83005605,7.195197763,30.19462634,3.915220211,87.62846868,124.8662468,3.794682261,164.0886159,Loamy,mungbean,DAP
0.350924323,21.65467984,6.400533389,27.65063758,13.96969907,88.27027521,168.3453728,4.276973163,340.2492882,Loamy,mungbean,Compost
0.983728416,22.64254957,6.633864234,30.36853997,7.064531225,81.92759737,155.4904719,8.47153237,604.3699455,Loamy,mungbean,DAP
0.79200712,17.0825799,7.065728592,27.14490376,3.029684786,88.00484255,161.2670429,7.559547834,201.9478745,Loamy,mungbean,DAP
0.285207917,18.30336927,6.316504751,30.18710514,3.957991664,88.85714302,180.6436134,7.106352105,256.0634779,Loamy,mungbean,Compost
0.660144801,15.57597939,6.375181377,28.8033112,6.069067024,81.41501584,100.1011605,1.707728462,511.8226107,Sandy,mungbean,Vermicompost
0.826749735,28.39234283,6.377959198,30.85245389,6.998658716,84.84856233,139.3794634,10.04556552,206.0005297,Clayey,mungbean,NPK
0.161976213,27.0134699,6.908206244,29.27960952,5.999670378,89.07346493,149.443979,8.490467706,230.08598,Sandy,mungbean,DAP
0.159052728,23.31142759,6.473471956,27.89427719,0.595317468,83.92509397,3.376163654,23.85493629,38.75721948,Loamy,mungbean,Organic Manure
